SITE,PLOT,TREAT,SPP,DBH_CM,CANOPY,STEM_TYPE,CLUMP_TYPE,DIV,HEIGHT_M
STEESE,17_3,3,SALIX,0.33,20,IND,,d,0.2
STEESE,17_3,3,POTR,1.42,90,IND,,d,2.7
STEESE,17_3,3,SALIX,0.48,0,IND,,d,0.8
STEESE,17_3,3,SALIX,0.33,40,IND,,d,1.8
STEESE,17_3,3,SALIX,0.15,10,IND,,d,0.1
STEESE,17_3,3,SALIX,0.48,40,IND,,d,1.8
STEESE,17_3,3,POTR,0.79,30,IND,,d,0.9
STEESE,17_3,3,SALIX,0.33,80,IND,,d,1.8
STEESE,17_3,3,SALIX,0.23,20,IND,,d,0.3
STEESE,17_3,3,SALIX,0.23,80,IND,,d,1.8
STEESE,17_3,3,POTR,0.41,60,IND,,d,0.1
STEESE,17_3,3,POTR,0.23,70,IND,,d,1.8
STEESE,17_3,3,SALIX,0.33,20,IND,,d,0.3
STEESE,17_3,3,POTR,2.31,95,IND,,d,6.1
STEESE,17_3,3,SALIX,1.19,10,IND,,d,1.1
STEESE,17_3,3,POTR,1.12,80,IND,,d,2.7
STEESE,17_3,3,SALIX,0.23,30,IND,,d,0.3
STEESE,17_3,3,POTR,2.46,40,IND,,d,5.2
STEESE,17_3,3,POTR,2.95,80,IND,,d,4.3
STEESE,17_3,3,SALIX,0.41,50,CLUMP,START,d,0.8
STEESE,17_3,3,SALIX,0.41,0,CLUMP,,d,0.1
STEESE,17_3,3,SALIX,0.33,50,CLUMP,END,d,0.3
STEESE,17_3,3,POTR,3.96,90,IND,,d,4.9
STEESE,17_3,3,SALIX,0.15,20,IND,,d,0.3
STEESE,17_3,3,SALIX,0.15,0,IND,,d,0.1
STEESE,17_3,3,POTR,0.64,60,IND,,d,2.1
STEESE,17_3,3,POTR,0.64,95,IND,,d,1.5
STEESE,17_3,3,SALIX,0.15,20,IND,,d,0.2
STEESE,17_3,3,POTR,1.12,90,IND,,d,2.4
STEESE,17_3,3,SALIX,0.48,70,IND,,d,0.5
STEESE,17_3,3,POTR,1.27,95,IND,,d,4.6
STEESE,17_3,3,SALIX,0.33,60,IND,,d,0.2
STEESE,17_3,3,POTR,1.27,95,IND,,d,4.6
STEESE,17_3,3,SALIX,0.41,25,IND,,d,0.2
STEESE,17_3,3,SALIX,0.33,40,CLUMP,START,d,1.7
STEESE,17_3,3,SALIX,0.33,40,CLUMP,END,d,2
STEESE,17_3,3,SALIX,0.41,25,IND,,d,0.2
STEESE,17_3,3,POTR,0.71,80,IND,,d,2.1
STEESE,17_3,3,SALIX,0.23,0,IND,,d,0.2
STEESE,17_3,3,SALIX,0.23,15,IND,,d,0.2
STEESE,17_3,3,SALIX,0.86,80,IND,,d,3
STEESE,17_3,3,SALIX,0.15,50,IND,,d,0.8
STEESE,17_3,3,SALIX,0.23,40,IND,,d,1.7
STEESE,17_3,3,SALIX,0.33,10,CLUMP,START,d,0.3
STEESE,17_3,3,SALIX,0.33,0,CLUMP,END,d,0.3
STEESE,17_3,3,SALIX,0.33,25,IND,,d,0.5
STEESE,17_3,3,SALIX,0.41,0,IND,,d,0.3
STEESE,17_3,3,POTR,0.23,60,IND,,d,0.2
STEESE,17_3,3,SALIX,0.23,0,IND,,d,0.6
STEESE,17_3,3,SALIX,1.04,40,IND,,d,1.2
STEESE,17_3,3,SALIX,0.33,5,CLUMP,START,d,0.1
STEESE,17_3,3,SALIX,0.15,25,CLUMP,,d,0.1
STEESE,17_3,3,SALIX,0.33,10,CLUMP,END,d,0.3
STEESE,17_3,3,POTR,0.41,20,IND,,d,0.2
STEESE,17_3,3,SALIX,1.27,60,IND,,d,1.5
STEESE,17_3,3,POTR,0.33,25,IND,,d,0.9
STEESE,17_3,3,SALIX,0.56,90,IND,,d,1.8
STEESE,17_3,3,SALIX,0.33,5,IND,,d,0.2
STEESE,17_3,3,SALIX,1.35,0,IND,,d,0.9
STEESE,17_3,3,SALIX,0.56,20,IND,,d,1.2
STEESE,17_3,3,SALIX,0.56,20,IND,,d,0.8
STEESE,17_3,3,POTR,0.64,30,IND,,d,1.2
STEESE,17_3,3,SALIX,0.86,25,IND,,d,1.2
STEESE,17_3,3,SALIX,0.41,0,CLUMP,START,d,0.6
STEESE,17_3,3,SALIX,0.15,100,CLUMP,,d,0.2
STEESE,17_3,3,SALIX,0.41,40,CLUMP,,d,0.4
STEESE,17_3,3,SALIX,0.33,30,CLUMP,,d,0.2
STEESE,17_3,3,SALIX,0.15,80,CLUMP,END,d,0.2
STEESE,17_3,3,POTR,0.23,90,IND,,d,0.1
STEESE,17_3,3,POTR,0.23,100,IND,,d,0.1
STEESE,17_3,3,SALIX,0.86,0,IND,,d,0.6
STEESE,17_3,3,BENE,0.41,100,IND,,d,0.1
STEESE,17_3,3,SALIX,0.08,90,IND,,d,0.1
STEESE,17_3,3,SALIX,0.48,60,IND,,d,0.4
STEESE,17_3,3,SALIX,0.08,20,CLUMP,START,d,0.9
STEESE,17_3,3,SALIX,0.41,0,CLUMP,END,d,0.5
STEESE,17_3,3,SALIX,0.41,5,CLUMP,START,d,0.3
STEESE,17_3,3,SALIX,0.15,75,CLUMP,END,d,0.1
STEESE,17_3,3,SALIX,0.33,0,CLUMP,START,d,0.2
STEESE,17_3,3,SALIX,0.15,50,CLUMP,,d,0.1
STEESE,17_3,3,SALIX,0.33,50,CLUMP,,d,0.1
STEESE,17_3,3,SALIX,0.15,30,CLUMP,,d,0.2
STEESE,17_3,3,SALIX,0.15,50,CLUMP,END,d,0.1
STEESE,17_3,3,SALIX,0.15,75,CLUMP,START,d,0.2
STEESE,17_3,3,SALIX,0.23,0,CLUMP,,d,0.1
STEESE,17_3,3,SALIX,0.48,50,CLUMP,,d,0.6
STEESE,17_3,3,SALIX,0.64,0,CLUMP,,d,0.8
STEESE,17_3,3,SALIX,0.15,50,CLUMP,,d,0.5
STEESE,17_3,3,SALIX,0.33,0,CLUMP,,d,0.5
STEESE,17_3,3,SALIX,0.08,0,CLUMP,,d,0.1
STEESE,17_3,3,SALIX,0.15,10,CLUMP,,d,0.1
STEESE,17_3,3,SALIX,0.15,0,CLUMP,END,d,0.2
STEESE,17_3,3,SALIX,0.23,25,IND,,d,0.2
STEESE,17_3,3,PIME,0.33,100,IND,,c,0.1
STEESE,17_3,3,POBA,0.33,100,IND,,d,0.2
STEESE,17_3,3,SALIX,0.08,75,IND,,d,0.1
STEESE,17_3,3,SALIX,0.15,0,CLUMP,START,d,0.1
STEESE,17_3,3,SALIX,0.08,25,CLUMP,END,d,0.1
STEESE,17_3,3,SALIX,0.33,20,IND,,d,0.2
STEESE,17_3,3,SALIX,1.04,30,CLUMP,START,d,0.9
STEESE,17_3,3,SALIX,0.41,20,CLUMP,,d,0.3
STEESE,17_3,3,SALIX,0.41,20,CLUMP,END,d,0.2
STEESE,17_3,3,SALIX,0.33,90,CLUMP,START,d,0.4
STEESE,17_3,3,SALIX,0.33,0,CLUMP,,d,0.2
STEESE,17_3,3,SALIX,0.71,90,CLUMP,,d,1.1
STEESE,17_3,3,SALIX,0.33,0,CLUMP,,d,0.2
STEESE,17_3,3,SALIX,0.23,10,CLUMP,,d,0.3
STEESE,17_3,3,SALIX,0.33,50,CLUMP,,d,0.5
STEESE,17_3,3,SALIX,0.15,25,CLUMP,,d,0.2
STEESE,17_3,3,SALIX,0.15,90,CLUMP,,d,0
STEESE,17_3,3,SALIX,0.41,0,CLUMP,,d,0.5
STEESE,17_3,3,SALIX,0.71,0,CLUMP,END,d,0.8
STEESE,17_3,3,POTR,0.08,50,IND,,d,0.1
STEESE,17_3,3,SALIX,0.41,60,IND,,d,0.1
STEESE,17_3,3,SALIX,0.33,30,IND,,d,0.1
STEESE,17_3,3,SALIX,0.08,75,CLUMP,START,d,0.1
STEESE,17_3,3,SALIX,0.08,0,CLUMP,,d,0.1
STEESE,17_3,3,SALIX,0.33,30,CLUMP,END,d,0.2
STEESE,17_3,3,SALIX,0.48,40,IND,,d,0.2
STEESE,17_3,3,SALIX,0.41,20,IND,,d,0.3
STEESE,17_3,3,SALIX,0.23,20,CLUMP,START,d,0.1
STEESE,17_3,3,SALIX,0.41,50,CLUMP,END,d,0.2
STEESE,17_3,3,SALIX,0.71,25,IND,,d,0.5
STEESE,17_3,3,SALIX,0.33,80,IND,,d,0.6
STEESE,17_3,3,POTR,0.79,90,IND,,d,0.9
STEESE,17_3,3,SALIX,0.33,40,IND,,d,0.1
STEESE,17_3,3,SALIX,0.15,45,IND,,d,0.3
STEESE,17_3,3,SALIX,0.97,40,IND,,d,0.9
STEESE,17_3,3,SALIX,0.41,20,IND,,d,0.4
STEESE,17_3,3,SALIX,0.41,0,CLUMP,START,d,0.3
STEESE,17_3,3,SALIX,0.41,20,CLUMP,END,d,0.3
STEESE,17_3,3,SALIX,0.41,15,CLUMP,START,d,0.5
STEESE,17_3,3,SALIX,1.27,20,CLUMP,,d,1.2
STEESE,17_3,3,SALIX,0.56,20,CLUMP,END,d,0.8
STEESE,17_3,3,SALIX,0.56,30,IND,,d,0.5
STEESE,17_3,3,SALIX,0.33,75,IND,,d,0.3
STEESE,17_3,3,SALIX,0.41,10,IND,,d,0.3
STEESE,17_3,3,POTR,0.71,90,IND,,d,0.6
STEESE,17_3,3,SALIX,0.41,40,IND,,d,0.2
STEESE,17_3,3,SALIX,0.64,100,IND,,d,0.6
STEESE,17_3,3,SALIX,0.79,40,IND,,d,1.5
STEESE,2_3,3,POTR,0.33,100,IND,,d,0.2
STEESE,2_3,3,POTR,0.23,100,CLUMP,START,d,0.2
STEESE,2_3,3,POTR,0.23,100,CLUMP,END,d,0.2
STEESE,2_3,3,POTR,0.33,100,IND,,d,0.2
STEESE,2_3,3,POTR,0.08,100,IND,,d,0.2
STEESE,2_3,3,POTR,0.23,100,IND,,d,0.2
STEESE,2_3,3,POTR,0.15,100,IND,,d,0.2
STEESE,2_3,3,POTR,0.79,75,IND,,d,0.2
STEESE,2_3,3,POTR,0.41,50,IND,,d,0.2
STEESE,2_3,3,POTR,0.15,100,IND,,d,0
STEESE,2_3,3,POTR,0.48,0,IND,,d,0.2
STEESE,2_3,3,POTR,0.23,100,IND,,d,0.1
STEESE,2_3,3,SALIX,0.41,90,IND,,d,0.3
STEESE,2_3,3,POTR,0.33,75,IND,,d,0.1
STEESE,2_3,3,POTR,0.15,100,CLUMP,START,d,0.1
STEESE,2_3,3,POTR,0.15,100,CLUMP,END,d,0
STEESE,2_3,3,POTR,0.15,100,IND,,d,0.1
STEESE,2_3,3,POTR,0.15,100,IND,,d,0.1
STEESE,2_3,3,POTR,0.08,100,CLUMP,START,d,0
STEESE,2_3,3,POTR,0.15,100,CLUMP,END,d,0
STEESE,2_3,3,POTR,0.97,90,CLUMP,START,d,2.4
STEESE,2_3,3,POTR,1.6,80,CLUMP,END,d,2.7
STEESE,2_3,3,POTR,1.19,90,IND,,d,2.4
STEESE,2_3,3,POTR,0.23,90,IND,,d,1.5
STEESE,2_3,3,POTR,2.87,90,CLUMP,START,d,3.7
STEESE,2_3,3,POTR,2.46,90,CLUMP,END,d,3.7
STEESE,2_3,3,POTR,6.05,80,IND,,d,6.1
STEESE,2_3,3,POTR,5.87,75,IND,,d,6.7
STEESE,2_3,3,POTR,0.64,50,IND,,d,2
STEESE,2_3,3,POTR,1.12,25,IND,,d,2.7
STEESE,2_3,3,POTR,2.31,90,IND,,d,3.7
STEESE,2_3,3,POTR,0.71,80,IND,,d,2
STEESE,2_3,3,POTR,0.48,80,IND,,d,1.8
STEESE,2_3,3,POTR,0.71,75,IND,,d,2
STEESE,2_3,3,POTR,2.95,75,IND,,d,4.6
STEESE,2_3,3,POTR,2.69,90,IND,,d,7.6
STEESE,2_3,3,POTR,0.71,95,IND,,d,2.4
STEESE,2_3,3,POTR,1.35,75,IND,,d,3
STEESE,2_3,3,POTR,3.89,80,IND,,d,6.1
STEESE,2_3,3,POTR,0.56,75,IND,,d,1.8
STEESE,2_3,3,POTR,0.56,75,IND,,d,2
STEESE,2_3,3,POTR,0.97,90,IND,,d,2.7
STEESE,2_3,3,POTR,0.41,85,IND,,d,1.7
STEESE,2_3,3,POTR,0.97,95,IND,,d,2.4
STEESE,2_3,3,POTR,2.31,90,IND,,d,3
STEESE,2_3,3,POTR,2.69,90,IND,,d,6.1
STEESE,2_3,3,BENE,4.14,100,IND,,d,6.1
STEESE,2_3,3,BENE,2.13,90,CLUMP,START,d,3.7
STEESE,2_3,3,BENE,3.4,90,CLUMP,END,d,4.3
STEESE,2_3,3,SALIX,2.31,90,IND,,d,3
STEESE,2_3,3,SALIX,0.97,100,CLUMP,START,d,2.1
STEESE,2_3,3,SALIX,0.79,100,CLUMP,END,d,2.1
STEESE,2_3,3,SALIX,0.48,100,IND,,d,1.5
STEESE,2_3,3,SALIX,1.04,100,CLUMP,START,d,2.4
STEESE,2_3,3,SALIX,0.41,100,CLUMP,END,d,1.8
STEESE,2_3,3,BENE,1.12,100,IND,,d,3
STEESE,2_3,3,POTR,3.89,90,IND,,d,7.6
STEESE,2_3,3,SALIX,1.19,100,IND,,d,2.6
STEESE,2_3,3,SALIX,0.86,100,IND,,d,2.3
STEESE,2_3,3,POTR,1.35,95,IND,,d,3
STEESE,2_3,3,POTR,3.81,95,IND,,d,6.1
STEESE,2_3,3,SALIX,1.27,100,IND,,d,3
STEESE,2_3,3,SALIX,0.41,100,IND,,d,3
STEESE,2_3,3,POTR,1.83,80,IND,,d,3
STEESE,2_3,3,SALIX,0.41,90,IND,,d,1.7
STEESE,2_3,3,SALIX,0.48,75,IND,,d,2.1
STEESE,2_3,3,POTR,2.24,80,IND,,d,3.7
STEESE,2_3,3,SALIX,0.79,100,IND,,d,2.1
STEESE,2_3,3,SALIX,1.19,100,IND,,d,2.7
STEESE,2_3,3,POTR,3.81,80,IND,,d,6.1
STEESE,2_3,3,SALIX,1.19,100,CLUMP,START,d,2.4
STEESE,2_3,3,SALIX,1.12,90,CLUMP,END,d,2.4
STEESE,2_3,3,POTR,5,70,IND,,d,6.7
STEESE,2_3,3,SALIX,0.48,90,CLUMP,START,d,2
STEESE,2_3,3,SALIX,0.71,80,CLUMP,END,d,2.3
STEESE,2_3,3,POTR,3.17,80,IND,,d,6.1
STEESE,2_3,3,POTR,1.19,85,IND,,d,2.4
STEESE,2_3,3,SALIX,0.33,100,IND,,d,1.5
STEESE,2_3,3,SALIX,0.79,90,IND,,d,2.4
STEESE,2_3,3,SALIX,0.48,80,CLUMP,START,d,2
STEESE,2_3,3,SALIX,1.42,75,CLUMP,END,d,2.7
STEESE,2_3,3,SALIX,2.06,80,IND,,d,3
STEESE,2_3,3,SALIX,1.35,80,IND,,d,2.7
STEESE,2_3,3,SALIX,0.56,100,IND,,d,1.8
STEESE,2_3,3,SALIX,0.33,90,IND,,d,1.5
STEESE,2_3,3,SALIX,0.15,100,IND,,d,1.5
STEESE,2_3,3,POTR,3.25,90,IND,,d,3.7
STEESE,2_3,3,SALIX,1.04,65,IND,,d,2
STEESE,2_3,3,POTR,1.27,90,IND,,d,2.7
STEESE,2_3,3,POTR,1.5,75,IND,,d,2.7
STEESE,2_3,3,POTR,0.64,50,IND,,d,2.4
STEESE,2_3,3,SALIX,1.5,85,IND,,d,2.7
STEESE,2_3,3,SALIX,0.71,100,CLUMP,START,d,1.8
STEESE,2_3,3,SALIX,0.86,100,CLUMP,END,d,1.8
STEESE,2_3,3,POBA,0.33,90,IND,,d,1.5
STEESE,2_3,3,POTR,0.56,80,IND,,d,2
STEESE,2_3,3,SALIX,1.19,0,IND,,d,2.7
STEESE,2_3,3,POTR,1.27,70,IND,,d,2.4
STEESE,2_3,3,BENE,1.83,95,CLUMP,START,d,3.7
STEESE,2_3,3,BENE,2.31,100,CLUMP,END,d,3
STEESE,2_3,3,POTR,0.33,75,IND,,d,0.9
STEESE,24_3,3,POTR,0.23,90,IND,,d,1.5
STEESE,24_3,3,POTR,0.41,75,IND,,d,1.8
STEESE,24_3,3,POTR,5.16,90,IND,,d,7.6
STEESE,24_3,3,POTR,0.23,75,IND,,d,0.2
STEESE,24_3,3,POTR,0.08,90,IND,,d,0
STEESE,24_3,3,POTR,0.08,100,IND,,d,0
STEESE,24_3,3,POTR,0.41,100,IND,,d,0.3
STEESE,24_3,3,POTR,0.23,5,IND,,d,0.1
STEESE,24_3,3,POTR,0.15,80,IND,,d,0.1
STEESE,24_3,3,POTR,0.41,70,IND,,d,0.2
STEESE,24_3,3,POTR,0.23,10,IND,,d,0.1
STEESE,24_3,3,POTR,0.23,75,IND,,d,0.1
STEESE,24_3,3,POTR,0.64,0,CLUMP,START,d,0.1
STEESE,24_3,3,POTR,0.41,50,CLUMP,END,d,0.2
STEESE,24_3,3,POBA,0.33,95,IND,,d,0.3
STEESE,24_3,3,POTR,0.15,100,IND,,d,0.1
STEESE,24_3,3,POTR,0.15,100,IND,,d,0
STEESE,24_3,3,POTR,0.08,100,CLUMP,START,d,0.1
STEESE,24_3,3,POTR,0.08,80,CLUMP,END,d,0
STEESE,24_3,3,POTR,0.15,50,IND,,d,0.1
STEESE,24_3,3,POTR,0.23,80,IND,,d,0.1
STEESE,24_3,3,POTR,0.23,75,IND,,d,0.1
STEESE,24_3,3,POTR,0.15,90,CLUMP,START,d,0.1
STEESE,24_3,3,POTR,0.15,0,CLUMP,END,d,0.1
STEESE,24_3,3,POTR,0.15,0,IND,,d,0.1
STEESE,24_3,3,POTR,0.41,80,IND,,d,0.2
STEESE,24_3,3,POTR,0.23,90,IND,,d,0.1
STEESE,24_3,3,POTR,0.48,75,IND,,d,0.4
STEESE,24_3,3,SALIX,0.41,50,IND,,d,0.2
STEESE,24_3,3,SALIX,0.64,30,CLUMP,START,d,0.6
STEESE,24_3,3,SALIX,0.86,10,CLUMP,END,d,0.1
STEESE,24_3,3,SALIX,0.48,0,CLUMP,START,d,0.6
STEESE,24_3,3,SALIX,0.33,10,CLUMP,,d,0.3
STEESE,24_3,3,SALIX,0.41,10,CLUMP,,d,0.4
STEESE,24_3,3,SALIX,0.41,20,CLUMP,END,d,0.4
STEESE,24_3,3,SALIX,0.33,75,IND,,d,0.3
STEESE,24_3,3,SALIX,0.64,20,CLUMP,START,d,0.6
STEESE,24_3,3,SALIX,0.23,50,CLUMP,,d,0.3
STEESE,24_3,3,SALIX,0.41,5,CLUMP,,d,0.3
STEESE,24_3,3,SALIX,0.56,0,CLUMP,END,d,0.6
STEESE,24_3,3,SALIX,0.64,10,IND,,d,0.4
STEESE,24_3,3,POTR,0.08,50,IND,,d,0.1
STEESE,24_3,3,POTR,0.15,100,IND,,d,0.1
STEESE,24_3,3,POTR,0.56,80,IND,,d,0.4
STEESE,24_3,3,POTR,0.15,75,IND,,d,0.1
STEESE,24_3,3,POTR,2.62,20,IND,,d,0.3
STEESE,24_3,3,POTR,0.64,90,IND,,d,2.3
STEESE,24_3,3,POTR,3.1,90,IND,,d,4.6
STEESE,24_3,3,POTR,0.41,90,IND,,d,1.5
STEESE,24_3,3,POTR,5.94,80,IND,,d,7.6
STEESE,24_3,3,SALIX,1.35,50,CLUMP,START,d,3
STEESE,24_3,3,SALIX,1.19,50,CLUMP,,d,4.6
STEESE,24_3,3,SALIX,0.79,75,CLUMP,END,d,2.4
STEESE,24_3,3,POTR,1.19,90,IND,,d,2.7
STEESE,24_3,3,POTR,4.44,95,IND,,d,7.6
STEESE,24_3,3,POTR,3.1,90,IND,,d,6.1
STEESE,24_3,3,POTR,0.15,75,CLUMP,START,d,0.1
STEESE,24_3,3,POTR,0.15,75,CLUMP,END,d,0.1
STEESE,24_3,3,POTR,0.64,70,CLUMP,START,d,0.4
STEESE,24_3,3,POTR,0.41,10,CLUMP,END,d,0.3
STEESE,24_3,3,POTR,0.64,0,CLUMP,START,d,0.5
STEESE,24_3,3,POTR,0.33,90,CLUMP,,d,1.7
STEESE,24_3,3,POTR,0.56,80,CLUMP,END,d,2
STEESE,24_3,3,POTR,0.41,75,IND,,d,1.8
STEESE,24_3,3,POTR,1.35,80,IND,,d,2.7
STEESE,24_3,3,POTR,0.48,80,IND,,d,2.1
STEESE,24_3,3,POTR,2.62,95,IND,,d,4.6
STEESE,24_3,3,POTR,0.23,50,IND,,d,1.5
STEESE,24_3,3,POTR,0.64,80,IND,,d,2.4
STEESE,24_3,3,POTR,0.56,90,IND,,d,2.1
STEESE,24_3,3,POTR,0.23,95,IND,,d,1.7
STEESE,24_3,3,POTR,5.72,95,IND,,d,7.6
STEESE,24_3,3,POTR,1.75,95,IND,,d,3.7
STEESE,24_3,3,POTR,2.31,95,IND,,d,6.1
STEESE,24_3,3,POTR,1.12,50,IND,,d,2.7
STEESE,24_3,3,POTR,7.62,90,IND,,d,9.1
STEESE,24_3,3,POTR,0.86,80,IND,,d,2.4
STEESE,24_3,3,POTR,0.36,45,IND,,d,6.1
STEESE,24_3,3,POTR,3.02,45,IND,,d,6.1
STEESE,24_3,3,POTR,3.02,45,IND,,d,6.1
STEESE,24_3,3,POTR,1.12,90,IND,,d,2.1
STEESE,24_3,3,POTR,1.27,85,IND,,d,2.7
STEESE,24_3,3,POTR,5.94,75,CLUMP,START,d,9.1
STEESE,24_3,3,POTR,3.96,90,CLUMP,END,d,7.6
STEESE,24_3,3,SALIX,0.64,20,IND,,d,0.4
STEESE,24_3,3,SALIX,1.04,50,IND,,d,2.6
STEESE,24_3,3,SALIX,0.71,75,CLUMP,START,d,2.1
STEESE,24_3,3,SALIX,0.41,50,CLUMP,END,d,1.7
STEESE,24_3,3,SALIX,0.41,70,CLUMP,START,d,1.5
STEESE,24_3,3,SALIX,0.33,50,CLUMP,END,d,1.5
STEESE,24_3,3,SALIX,0.23,90,IND,,d,1.4
STEESE,24_3,3,SALIX,0.15,0,IND,,d,1.4
STEESE,24_3,3,SALIX,0.23,10,IND,,d,1.4
STEESE,24_3,3,SALIX,0.23,70,IND,,d,1.4
STEESE,24_3,3,SALIX,0.48,80,IND,,d,2.1
STEESE,24_3,3,SALIX,0.64,70,CLUMP,START,d,2.4
STEESE,24_3,3,SALIX,0.48,0,CLUMP,,d,2.1
STEESE,24_3,3,SALIX,0.23,50,CLUMP,,d,1.4
STEESE,24_3,3,SALIX,0.23,20,CLUMP,END,d,1.5
STEESE,24_3,3,SALIX,1.42,25,IND,,d,3
STEESE,24_3,3,SALIX,1.35,25,CLUMP,START,d,3
STEESE,24_3,3,SALIX,0.48,50,CLUMP,,d,1.8
STEESE,24_3,3,SALIX,1.6,25,CLUMP,,d,3
STEESE,24_3,3,SALIX,1.5,10,CLUMP,END,d,3
STEESE,24_3,3,SALIX,0.71,10,IND,,d,2.7
STEESE,24_3,3,SALIX,1.35,80,IND,,d,3.4
STEESE,24_3,3,SALIX,0.79,75,CLUMP,START,d,2.7
STEESE,24_3,3,SALIX,0.79,50,CLUMP,END,d,2.7
STEESE,24_3,3,POTR,5.16,90,IND,,d,7.6
STEESE,24_3,3,POTR,3.17,95,IND,,d,5.5
STEESE,24_3,3,POTR,1.68,95,IND,,d,3.7
STEESE,24_3,3,POTR,3.58,90,IND,,d,7.6
STEESE,24_3,3,POTR,4.52,75,IND,,d,1.5
STEESE,24_3,3,POTR,2.24,75,CLUMP,START,d,6.1
STEESE,24_3,3,POTR,5.23,90,CLUMP,END,d,9.1
STEESE,24_3,3,POTR,5.08,95,CLUMP,START,d,9.1
STEESE,24_3,3,POTR,4.52,95,CLUMP,END,d,9.1
STEESE,24_3,3,POTR,3.33,80,IND,,d,7.6
STEESE,24_3,3,POTR,3.02,80,IND,,d,4.6
STEESE,24_3,3,POTR,3.51,95,IND,,d,7.6
STEESE,24_3,3,POTR,0.97,95,IND,,d,2.7
STEESE,24_3,3,POTR,3.81,95,IND,,d,7.6
STEESE,24_3,3,POTR,0.79,25,IND,,d,2.7
STEESE,24_3,3,POTR,4.14,90,IND,,d,6.1
STEESE,24_3,3,POTR,5.16,60,IND,,d,9.1
STEESE,24_3,3,SALIX,1.12,95,CLUMP,START,d,2.4
STEESE,24_3,3,SALIX,1.68,85,CLUMP,,d,4.6
STEESE,24_3,3,SALIX,1.19,80,CLUMP,,d,2.7
STEESE,24_3,3,SALIX,1.5,50,CLUMP,END,d,3.7
STEESE,24_3,3,POTR,2.69,95,IND,,d,4.6
STEESE,24_3,3,POTR,2.62,60,IND,,d,5.2
STEESE,24_3,3,BENE,1.27,95,IND,,d,3
STEESE,24_3,3,SALIX,1.04,20,IND,,d,2.7
STEESE,24_3,3,SALIX,1.12,75,CLUMP,START,d,2.7
STEESE,24_3,3,SALIX,0.86,50,CLUMP,,d,3
STEESE,24_3,3,SALIX,0.86,75,CLUMP,,d,3
STEESE,24_3,3,SALIX,0.64,0,CLUMP,END,d,1.2
STEESE,24_3,3,POTR,0.48,25,IND,,d,1.8
STEESE,24_3,3,SALIX,1.35,50,CLUMP,START,d,3
STEESE,24_3,3,SALIX,1.27,50,CLUMP,,d,3.7
STEESE,24_3,3,SALIX,0.97,20,CLUMP,,d,2.7
STEESE,24_3,3,SALIX,1.75,50,CLUMP,,d,4.6
STEESE,24_3,3,SALIX,1.04,40,CLUMP,,d,3
STEESE,24_3,3,SALIX,1.27,25,CLUMP,,d,2.7
STEESE,24_3,3,SALIX,0.71,50,CLUMP,END,d,2.7
STEESE,24_3,3,POTR,0.97,50,IND,,d,2.7
STEESE,24_3,3,POTR,0.97,50,IND,,d,2.1
STEESE,24_3,3,BENE,1.27,90,IND,,d,3.7
STEESE,24_3,3,POTR,3.1,90,IND,,d,4.6
STEESE,24_3,3,POTR,1.83,70,IND,,d,3.7
STEESE,24_3,3,POTR,1.27,90,IND,,d,3
STEESE,24_3,3,POTR,1.75,90,IND,,d,3.7
STEESE,24_3,3,POTR,3.1,95,CLUMP,START,d,7.6
STEESE,24_3,3,POTR,0.97,90,CLUMP,END,d,2.7
STEESE,24_3,3,POTR,1.83,80,IND,,d,3.7
STEESE,24_3,3,SALIX,0.48,50,IND,,d,1.8
STEESE,24_3,3,POTR,0.56,80,IND,,d,2
STEESE,24_3,3,POTR,1.83,75,CLUMP,START,d,2.4
STEESE,24_3,3,POTR,5.08,60,CLUMP,END,d,9.1
STEESE,24_3,3,POTR,3.1,85,IND,,d,6.1
STEESE,24_3,3,SALIX,0.64,75,IND,,d,2.1
STEESE,24_3,3,POTR,3.17,95,IND,,d,7.6
STEESE,24_3,3,POTR,3.25,30,IND,,d,4.6
STEESE,24_3,3,POTR,1.42,90,IND,,d,3
STEESE,24_3,3,BENE,1.98,100,IND,,d,4.6
STEESE,24_3,3,POTR,1.27,90,IND,,d,3
STEESE,24_3,3,SALIX,1.12,40,IND,,d,2.1
STEESE,24_3,3,POTR,1.04,90,IND,,d,2.7
STEESE,24_3,3,POTR,4.44,95,CLUMP,START,d,7.6
STEESE,24_3,3,POTR,1.12,95,CLUMP,END,d,2.4
STEESE,24_3,3,POTR,4.14,40,IND,,d,9.1
STEESE,24_3,3,POTR,1.27,95,IND,,d,2.7
STEESE,24_3,3,SALIX,0.79,80,IND,,d,2.4
STEESE,24_3,3,POTR,1.27,50,IND,,d,3
STEESE,24_3,3,POTR,3.02,90,IND,,d,5.5
STEESE,24_3,3,POTR,6.43,80,IND,,d,10.7
STEESE,24_3,3,POTR,1.91,40,IND,,d,3.7
STEESE,24_3,3,POTR,1.91,80,IND,,d,3.7
STEESE,24_3,3,POTR,0.33,30,IND,,d,1.8
STEESE,24_3,3,SALIX,2.39,50,CLUMP,START,d,3.7
STEESE,24_3,3,SALIX,0.71,0,CLUMP,,d,1.7
STEESE,24_3,3,SALIX,1.75,30,CLUMP,END,d,3.7
STEESE,24_3,3,POTR,0.48,40,IND,,d,2
STEESE,24_3,3,SALIX,0.71,30,CLUMP,START,d,2.4
STEESE,24_3,3,SALIX,1.12,20,CLUMP,,d,3
